HotelID,Name Hotel,Location,Descriptions,Rating
29,La Sapinette Hotel,Đà Lạt,"Nằm đối diện chợ Phan Chu Trinh, La Sapinette Hotel cung cấp những phòng nghỉ trang nhã với TV màn hình phẳng và bồn tắm. Khách sạn cung cấp dịch vụ mát xa, nhà hàng 24 giờ và bàn đặt tour luôn hỗ trợ du khách tổ chức các chuyến viếng thăm đến một số địa điểm tham quan của thành phố. Wi-Fi miễn phí có trong toàn bộ khuôn viên của khách sạn. La Sapinette Hotel Da Lat cung cấp các phòng rộng rãi với nội thất trang trí nhã nhặn và các tiện nghi bao gồm minibar, két an toàn cùng truyền hình cáp. Những suite tại đây còn có phòng khách riêng biệt. Khách sạn nằm cách Chợ Đà lạt và Hồ Xuân Hương 3 phút lái xe. Sân bay Liên Khương cách đó 30 phút lái xe. Chỗ đỗ xe được cung cấp miễn phí ngay trong khuôn viên. Nhà hàng phục vụ ăn uống cả ngày của khách sạn có tên La Thông và phục vụ ẩm thực châu Á cũng như phương Tây. Ngoài ra, nơi đây cũng bao gồm một quầy bar bán đồ ăn nhanh 24 giờ phục vụ đồ uống tuyển chọn.",5.9
30,Mi Lan Boutique Resort,Vũng Tàu,"Tọa lạc tại thành phố Vũng Tàu, cách Bãi Dứa 500 m, Mi Lan Boutique Resort có vườn, sân hiên và tầm nhìn ra vườn. Chỗ nghỉ này nằm trong bán kính khoảng 1,4 km từ Mũi Nghinh Phong, 3,6 km từ Bạch Dinh và 5 km từ Ngọn hải đăng Vũng Tàu. Khách sạn có tầm nhìn ra hồ bơi, hồ bơi ngoài trời mở cửa quanh năm, lễ tân 24 giờ và WiFi miễn phí. Mỗi phòng nghỉ tại Mi Lan Boutique Resort đều được bố trí máy điều hòa, tủ để quần áo, sân trong nhìn ra hồ nước, phòng tắm riêng, TV màn hình phẳng, ga trải giường và khăn tắm. Một số phòng có ban công. Các phòng được trang bị ấm đun nước và khu vực ghế ngồi. Các điểm tham quan nổi tiếng gần Mi Lan Boutique Resort bao gồm Bãi Sau, Bãi Trước và Tượng Chúa Kitô Vua. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, cách khách sạn 109 km.",6.3
31,Marigold Hotel Dalat,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách sân golf Dalat Palace Golf Club 1,9 km và Quảng trường Lâm Viên 1,8 km, Marigold Hotel Dalat cung cấp chỗ nghỉ với sảnh khách chung và WiFi miễn phí trong toàn bộ khuôn viên cũng như chỗ đỗ xe riêng miễn phí cho khách lái xe. Chỗ nghỉ này có các phòng gia đình và sân hiên tắm nắng. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Khách sạn cung cấp phòng nghỉ có máy điều hòa, bàn làm việc, ấm đun nước, tủ lạnh, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi sen. Tất cả các phòng đều được trang bị tủ để quần áo. Khách nghỉ tại Marigold Hotel Dalat có thể thưởng thức bữa sáng buffet hoặc bữa sáng kiểu Á. Chỗ nghỉ nằm cách Hồ Xuân Hương 2,1 km và Vườn hoa Đà Lạt 2,2 km. Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 30 km từ Marigold Hotel Dalat, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.6
32,SaiGon Gạo Hostel,TP. Hồ Chí Minh,"Tọa lạc tại Thành phố Hồ Chí Minh, cách Chợ ẩm thực đường phố Bến Thành 1,6 km, The Art - SaiGon Gao Hostel có chỗ nghỉ gắn máy điều hòa và sảnh khách chung. Trong số các tiện nghi của hostel này còn có lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ nằm trong bán kính 2 km từ Bảo tàng Mỹ thuật và 2,2 km từ Chợ Bến Thành. Phòng nghỉ tại hostel được bố trí phòng tắm riêng với vòi sen. Khách lưu trú tại The Art - SaiGon Gao Hostel có thể thưởng thức bữa sáng kiểu Á. Chỗ nghỉ nằm cách Công viên Tao Đàn 1,7 km và Bảo tàng Thành phố Hồ Chí Minh 1,9 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 13 km từ The Art - SaiGon Gao Hostel.",7.7
34,Adaline Hotel & Apartment,Đà Nẵng,"Tọa lạc ở thành phố Đà Nẵng, cách Bãi biển Bắc Mỹ An 300 m, Adaline Hotel & Apartment cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí và hồ bơi ngoài trời. Chỗ nghỉ này nằm trong bán kính khoảng 1,1 km từ Bãi biển Mỹ Khê, 2,7 km từ Bãi biển Non Nước và 3,4 km từ Công viên Châu Á. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ tiền sảnh và WiFi miễn phí trong toàn bộ khuôn viên. Phòng nghỉ tại Adaline Hotel & Apartment được bố trí máy điều hòa, khu vực ghế ngồi, TV truyền hình cáp màn hình phẳng, bếp, khu vực ăn uống, két an toàn và phòng tắm riêng với vòi sen, dép cùng máy sấy tóc. Một số phòng nhìn ra quang cảnh biển. Mỗi phòng đều có ban công, bàn làm việc và ấm đun nước. Chỗ nghỉ cung cấp dịch vụ ủi cùng tiện nghi văn phòng như máy fax và máy photocopy. Adaline Hotel & Apartment nằm cách Ngũ Hành Sơn 4,3 km và Cầu khóa Tình yêu 5 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 7 km từ khách sạn.",8
36,Canary Dalat Hotel,Đà Lạt,"Khách sạn 3 sao này có WiFi miễn phí, vườn và sân hiên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại khách sạn đều có bàn làm việc, TV, phòng tắm riêng, ga trải giường và khăn tắm. Các căn có tủ để quần áo và ấm đun nước. Canary Dalat Hotel phục vụ bữa sáng buffet hoặc bữa sáng à la carte. Chỗ nghỉ nằm trong bán kính 3,3 km từ Hồ Xuân Hương và 3,4 km từ Quảng trường Lâm Viên. Sân bay gần nhất là sân bay Liên Khương, cách đó 26 km, và Canary Dalat Hotel cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.9
37,The Pier Phu Quoc Resort,Phú Quốc,"Nằm trên đảo Phú Quốc, cách Chùa Sùng Hưng 9 km, The Pier Phu Quoc Resort cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, hồ bơi ngoài trời và quán bar. Mỗi phòng nghỉ tại resort 3 sao này đều có tầm nhìn ra biển và du khách có thể sử dụng khu vườn cũng như khu vực bãi biển riêng. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại resort có máy điều hòa, bàn làm việc, TV màn hình phẳng, két an toàn, phòng tắm riêng, ga trải giường, khăn tắm và sân trong nhìn ra hồ bơi.  The Pier Phu Quoc Resort phục vụ bữa sáng buffet hàng ngày. Chỗ nghỉ có sân hiên. Sòng bạc Corona và công viên giải trí Vinpearl Land Phú Quốc đều nằm trong bán kính 25 km từ The Pier Phu Quoc Resort.",6.9
38,Lupin Boutique Hotel,Đà Nẵng,"Tọa lạc tại vị trí đắc địa ở khu Vịnh Đà Nẵng thuộc thành phố Đà Nẵng, Lupin Boutique Hotel nằm cách Bãi biển Thanh Bình 2,1 km, Trung tâm thương mại Indochina Riverside 2,4 km và Cầu Sông Hàn 2,5 km. Trong số các tiện nghi của chỗ nghỉ này có nhà hàng, lễ tân 24 giờ, dịch vụ tiền sảnh và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ có bàn đặt tour, phòng giữ hành lý và dịch vụ thu đổi ngoại tệ cho khách. Khách sạn nằm trong bán kính 3,4 km từ Bảo tàng Chăm và 3,9 km từ Cầu khóa Tình yêu. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách đó 6 km, và Lupin Boutique Hotel cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.8
39,Jade Scene Hotel,Huế,"Tọa lạc tại thành phố Huế, cách Cầu Tràng Tiền 1,5 km, Jade Scene Hotel cung cấp chỗ nghỉ với hồ bơi ngoài trời, chỗ đỗ xe riêng miễn phí, quầy bar và sân hiên. Chỗ nghỉ này nằm trong bán kính 3 km từ Chợ Đông Ba, 3,1 km từ Bảo tàng Cổ vật Cung đình Huế và 4,1 km từ Tử Cấm Thành. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí. Tất cả phòng nghỉ tại khách sạn có máy điều hòa, bàn làm việc, TV màn hình phẳng, phòng tắm riêng, ga trải giường, khăn tắm và ban công nhìn ra quang cảnh thành phố. Mỗi phòng đều được trang bị két an toàn. Jade Scene Hotel phục vụ bữa sáng buffet hằng ngày. Chỗ nghỉ nằm cách Hồ Tịnh Tâm 4,7 km và Chùa Thiên Mụ 6,7 km. Sân bay gần nhất là sân bay quốc tế Phú Bài, nằm cách Jade Scene Hotel 15 km.",8.2
40,Thu Linh Guesthouse,Đà Lạt,"Chỗ nghỉ này nằm cách các điểm tham quan như Công viên Yersin, Quảng trường Lâm Viên và Vườn hoa Đà Lạt một quãng ngắn. Thiền Viện Trúc Lâm và Hồ Tuyền Lâm đều nằm trong bán kính 5 km từ nhà khách. Phòng nghỉ tại nhà khách có ban công, tủ để quần áo và phòng tắm riêng với bồn tắm/vòi sen.  Nhân viên luôn có mặt ở quầy lễ tân để hỗ trợ du khách. Thu Linh Guesthouse nằm cách Núi Lang Bian 8 km. Sân bay gần nhất là sân bay Liên Khương, cách đó 23 km.",6.9
41,Contemporary Greenhouse Garden Villa- 4 bedrooms Villa,Vũng Tàu,"Biệt thự này có hồ bơi riêng và vườn. Biệt thự lắp máy điều hòa này được bố trí 5 phòng ngủ riêng biệt, bếp đầy đủ tiện nghi và 5 phòng tắm. Khăn tắm và ga trải giường được cung cấp cho khách. Biệt thự có sân hiên. Những điểm tham quan nổi tiếng gần Contemporary Greenhouse Garden Villa- 4 bedrooms Villa bao gồm Bãi Sau, Bãi Trước và Ngọn hải đăng Vũng Tàu. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 71 km từ chỗ nghỉ.",6
42,The Bloom Classic,Hà Nội,"Tọa lạc tại thành phố Hà Nội, cách Bảo tàng Dân tộc học Việt Nam 1,4 km, The Bloom Classic cung cấp chỗ nghỉ gắn máy điều hòa với Wi-Fi miễn phí và sân hiên. Mỗi căn tại đây đều có ghế sofa, khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng, bếp đầy đủ tiện nghi với khu vực ăn uống, két an toàn và phòng tắm riêng đi kèm áo choàng tắm. Các căn còn được trang bị lò vi sóng, tủ lạnh và ấm đun nước. Căn hộ phục vụ bữa sáng kiểu lục địa hoặc bữa sáng à la carte. The Bloom Classic nằm trong bán kính 3,2 km từ trung tâm thương mại Vincom Center Nguyễn Chí Thanh và 5,1 km từ Sân vận động Mỹ Đình. Sân bay gần nhất là sân bay quốc tế Nội Bài, cách chỗ nghỉ 25 km và tại đây cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7
43,DalatCenter - Stunning Landscape from Center,Đà Lạt,"Tọa lạc tại khu Hồ Xuân Hương thuộc thành phố Đà Lạt, gần Quảng trường Lâm Viên, DalatCenter - Stunning Landscape from Center có WiFi miễn phí và máy giặt. Căn hộ này nằm cách Vườn hoa Đà Lạt 2,3 km và Hồ Tuyền Lâm 5 km. Căn hộ này được bố trí 2 phòng ngủ, TV và bếp. Khăn tắm và ga trải giường được cung cấp cho khách. Các điểm tham quan nổi tiếng gần căn hộ bao gồm Hồ Xuân Hương, Công viên Yersin và Biệt thự Hằng Nga (Ngôi nhà điên). Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 30 km từ DalatCenter - Stunning Landscape from Center.",8.2
44,Nhà Mình Homestay,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Quảng trường Lâm Viên 2,8 km và Hồ Xuân Hương 2,9 km, Nhà Mình Homestay cung cấp chỗ nghỉ với khu vườn cũng như chỗ đỗ xe riêng miễn phí cho khách lái xe. Khách sạn này có các phòng gia đình và sân hiên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ và dịch vụ phòng cho khách. Tất cả phòng nghỉ tại đây đều được bố trí phòng tắm riêng, dép và ga trải giường. Khách nghỉ tại motel có thể thưởng thức bữa sáng à la carte hoặc bữa sáng kiểu Mỹ. Công viên Yersin và Vườn hoa Đà Lạt nằm cách Nhà Mình Homestay lần lượt 3 km và 3,6 km. Sân bay gần nhất là sân bay Liên Khương, cách đó 21 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",5.9
46,The Sóng Apartment Vũng Tàu - Xuân's Homestay,Vũng Tàu,"Tọa lạc tại thành phố Vũng Tàu, The Sóng Apartment Vũng Tàu - Xuân's Homestay có chỗ nghỉ, hồ bơi ngoài trời, trung tâm thể dục, sảnh khách chung, khu vườn, sân hiên và tầm nhìn ra khu vườn. Chỗ nghỉ này cung cấp WiFi miễn phí. Với tầm nhìn ra hồ nước/hồ bơi, mỗi căn tại đây đều trang bị nhà bếp, TV truyền hình cáp màn hình phẳng và thiết bị chơi game, bàn làm việc, máy giặt cũng như phòng tắm riêng với bồn nước nóng cùng áo choàng tắm. Tất cả các căn được bố trí máy điều hòa cũng như khu vực tiếp khách và/hoặc khu vực ăn uống. Căn hộ có sân chơi cho trẻ em. Chỗ nghỉ cũng có dịch vụ văn phòng và CLB trẻ em trong khuôn viên. Trong khuôn viên The Sóng Apartment Vũng Tàu - Xuân's Homestay có công viên nước và du khách có thể đi bộ đường dài cũng như câu cá ở khu vực gần đó. Chỗ nghỉ nằm cách Bãi Sau chưa đầy 1 km cũng như Khu du lịch sinh thái và văn hóa Hồ Mây 3,7 km. Sân bay gần nhất là sân bay Vũng Tàu, nằm trong bán kính 4 km từ The Sóng Apartment Vũng Tàu - Xuân's Homestay, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",8.9
47,Hyatt Regency Danang Resort and Spa,Đà Nẵng,"Với tầm nhìn tuyệt đẹp ra Biển Đông của Việt Nam, resort sang trọng này có 3 điểm ăn uống trong khuôn viên, hồ bơi ngoài trời và spa trị liệu trong ngày. Công viên giải trí Asia Park và Cầu khóa tình yêu Đà Nẵng đều cách Hyatt Regency Danang Resort and Spa 15 phút lái xe. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách đó 20 phút lái xe. Với thiết kế hiện đại, các phòng nghỉ lắp máy điều hòa rộng rãi ở đây được trang trí trang nhã với tông màu đất nhẹ nhàng và có ban công riêng nhìn ra cảnh biển. Mỗi phòng đầy đủ tiện nghi đều được trang bị TV màn hình phẳng, đầu đĩa DVD và máy pha trà/cà phê để tạo sự thuận tiện cho khách. Phòng tắm riêng lát đá cẩm thạch đi kèm bồn tắm, vòi sen riêng biệt và đồ vệ sinh cá nhân miễn phí. Du khách có thể chăm sóc bản thân với trị liệu mát-xa truyền thống hoặc các liệu pháp chăm sóc sắc đẹp. Resort này cũng có đầy đủ tiện nghi phục vụ doanh nhân, cửa hàng lưu niệm và bàn đặt tour. Dịch vụ phòng được cung cấp 24/24. Nhà hàng Green House cũng như nhà hàng Pool House phục vụ các món ăn chính thống của Việt Nam và châu Âu. Du khách có thể thưởng thức hải sản và các món nướng tại nhà hàng Beach House trong khi rượu Martini và cà phê Sài Gòn có tại quán Terrasse Lounge.",7
48,Phung Hung Boutique Hotel,Phú Quốc,"Nằm trên đảo Phú Quốc, cách Bãi Khem 2,1 km, Phung Hung Boutique Hotel cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, quán bar và sảnh khách chung. Trong số các tiện nghi của chỗ nghỉ này có phòng giữ hành lý, dịch vụ đưa đón miễn phí và WiFi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ của khách sạn có máy điều hòa, bàn làm việc, ấm đun nước, tủ lạnh, minibar, két an toàn, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh. Tại Phung Hung Boutique Hotel, các phòng được trang bị ga trải giường và khăn tắm. Chỗ nghỉ phục vụ bữa sáng buffet hoặc bữa sáng à la carte. Chỗ nghỉ có bàn đặt tour, dịch vụ cho thuê xe hơi và dịch vụ văn phòng với máy ATM. Chùa Sùng Hưng nằm trong bán kính 29 km từ Phung Hung Boutique Hotel trong khi Sòng bạc Corona cách đó 47 km.",8.4
